title,city,image,image_1,image_2,image_3
燦星旅遊-台中門市(台中分公司),Others,燦星旅遊-台中門市台中分公司-459.jpg,https://lh3.ggpht.com/p/AC9h4nqTH_B_xI9vAj_29lopBS6ICIHMot679SYERsahygwSVswf09JuzDWWkoV_YYkUPI1PS8Imx_WfIC_r24ehPIV1NJhLUYYJobNry0a_WW0oAJm9_8zmTWgX6YNhd0qYfh9z2ris=s1024,https://lh3.ggpht.com/p/AC9h4nqTH_B_xI9vAj_29lopBS6ICIHMot679SYERsahygwSVswf09JuzDWWkoV_YYkUPI1PS8Imx_WfIC_r24ehPIV1NJhLUYYJobNry0a_WW0oAJm9_8zmTWgX6YNhd0qYfh9z2ris=s1024,https://lh3.ggpht.com/p/AC9h4no9Gk1VoomdEaYzkfVrGgj-5xiXcQFxd0IvpEHO9CISCtRJ-wx6nRvte8LD2DH4XUzlU8XyGjvIOU4AmqFbcIq9I1fiv5D8NNCsVdgjmddtnWTKOcHiLqmrN7QAkL1GCLysSwYP=s1024
美最時旅行社 台中分公司,Others,美最時旅行社-台中分公司-460.jpg,https://lh3.ggpht.com/p/AF1QipMtsLTNSceQkSL8CUpz7BulI6vtt3d37nxn3R24=s1024,https://lh3.ggpht.com/p/AF1QipMtsLTNSceQkSL8CUpz7BulI6vtt3d37nxn3R24=s1024,https://lh3.ggpht.com/p/AC9h4nqhTCKxH-5dC7UIpMGeUNunvlFEzhajAQJGBxwO7GTPaqsCp3vIx8Sy7AyfarA_GnFOJmELge9jUW1HJOXEbW95RjQTR-JObU2kxAEN4HnJpI0YeToCBu9bufKRq9wz1O1sUKZv=s1024
新進旅行社台中分公司,Others,新進旅行社台中分公司-461.jpg,https://lh3.ggpht.com/p/AC9h4noOYbAjUUrOX_0uf4Eq2FZFE3AugA0mXm6MOlQ3womD-1DtFM2GMUUXVSrJCD8QVv6QevI6hminf_UvrKSPgne7gZ_CVAGqWcfnUxzQsi_7qrQZPgSOMejirzl724kYQlH1-z0X=s1024,https://lh3.ggpht.com/p/AC9h4noOYbAjUUrOX_0uf4Eq2FZFE3AugA0mXm6MOlQ3womD-1DtFM2GMUUXVSrJCD8QVv6QevI6hminf_UvrKSPgne7gZ_CVAGqWcfnUxzQsi_7qrQZPgSOMejirzl724kYQlH1-z0X=s1024,https://lh3.ggpht.com/p/AC9h4nqYZBGc2BueD1GZ5YlCn7iFDz2OO9BnflQl2_om9qOXR0NF48MOTEP73ZU4WoJhlCXHxUujX8vvPiWtL-Z-tQSsEiw0pkcSc4pq5AiDZVEVYk7NnD5tThCkGAq01XdJnybKZ3NU=s1024
大樂國際旅行社,Others,大樂國際旅行社-462.jpg,https://lh3.ggpht.com/p/AC9h4nr01oSZ3goBuwBaBHT6aV-aO9VWQNxbqn-52lVB-svOqcDIuLEH--vMH_Yahk7m5GQfNrTkIUqUpVlbMCMRGQGaJJ-keL9vtaxW6IBbd70yhZV4ZAQm17ERha3M1MsS3CQDxu5S=s1024,https://lh3.ggpht.com/p/AC9h4nr01oSZ3goBuwBaBHT6aV-aO9VWQNxbqn-52lVB-svOqcDIuLEH--vMH_Yahk7m5GQfNrTkIUqUpVlbMCMRGQGaJJ-keL9vtaxW6IBbd70yhZV4ZAQm17ERha3M1MsS3CQDxu5S=s1024,https://lh3.ggpht.com/p/AC9h4nrcUYxqaN_Nb_CNq1YsrrvWiZCOrzGsJEbQxEtnZ_r67eP-6iyAa4k8B7H97zxk17OJ4YTkDjw_BVpJoRpZGuPXuuEVnCjyCaKV8g_-wbd7xO6_AUAXxq2OlJIH_CpTrNjo16A=s1024
吉帝旅遊 台中分公司,Others,吉帝旅遊-台中分公司-463.jpg,https://lh3.ggpht.com/p/AF1QipO2AuvLYo3sBuW1o6yG63zY8ahce4HYr-zZy4rq=s1024,https://lh3.ggpht.com/p/AF1QipO2AuvLYo3sBuW1o6yG63zY8ahce4HYr-zZy4rq=s1024,https://lh3.ggpht.com/p/AF1QipO2AuvLYo3sBuW1o6yG63zY8ahce4HYr-zZy4rq=s1024
華友旅行社有限公司台中分公司,Others,華友旅行社有限公司台中分公司-464.jpg,https://lh3.ggpht.com/p/AC9h4noq-mHyWU0RmMHUTvt2uXBat1NUv6h48TwsRIquy5IJ5pQE5hOQ5tvhKexb9I-kRp7fm25JKOvPXd4kIC1CA59hNgHmr1yqxXBl1v8J8Zk1tyudZLkO5rELIti4UlhzOKvMoOQ=s1024,https://lh3.ggpht.com/p/AC9h4nox1IbFYw1eO0CWJ8LmmcFJLkev7R2ga9JWwKJaqlSYyxbEoTVpegU3Aul4kD5fqKwkuNBDUHXpTs6Qq7Mn2eMs4S8dCesEze-ju_KGSdkDKPZPJpaPxmGRW_pNlNHTeNflEw-wpQ=s1024,https://lh3.ggpht.com/p/AC9h4noHAW7f1dKDvHi3JLVSQHJVqfxFgg56DqqIoderQvUYwGyrgSWFmEU5OxLZTDr79mY6GT_6JF1robl_5RvnzOh5mjhI4kf2irmUr4cF-qHGV0U_1oxDSkuRB75by-1N8xH-ggI6=s1024
OWNRIDES Taiwan,Others,ownrides-taiwan-465.jpg,https://lh3.ggpht.com/p/AF1QipP81wPF3_3iCj1GLE98yvae5-1rgnNQWVhzgdCl=s1024,https://lh3.ggpht.com/p/AF1QipP81wPF3_3iCj1GLE98yvae5-1rgnNQWVhzgdCl=s1024,https://lh3.ggpht.com/p/AF1QipP81wPF3_3iCj1GLE98yvae5-1rgnNQWVhzgdCl=s1024
樂在其中旅行社 | 辦護照台胞證 | 國內團體旅遊 | 員工旅遊 | 代訂房訂機票,Others,樂在其中旅行社-辦護照台胞證-國內團體旅遊-員工旅遊-代訂房訂機票-466.jpg,https://lh3.ggpht.com/p/AF1QipPe7Xb_ZsNKSIscQhP3-nvSxemkFTf_tNO4s5Xf=s1024,https://lh3.ggpht.com/p/AF1QipPe7Xb_ZsNKSIscQhP3-nvSxemkFTf_tNO4s5Xf=s1024,https://lh3.ggpht.com/p/AF1QipMCzN6aySYF0jL1ENKn_gS7qhe-Dla9UJjj5Yh9=s1024
尊榮假期.優質旅遊專家.國際金旅獎企畫團隊,Others,尊榮假期優質旅遊專家國際金旅獎企畫團隊-467.jpg,https://lh3.ggpht.com/p/AF1QipPtfvmlpCEzJActUMjxLjfsVEUgEZ2Bk2cBruFr=s1024,https://lh3.ggpht.com/p/AF1QipPtfvmlpCEzJActUMjxLjfsVEUgEZ2Bk2cBruFr=s1024,https://lh3.ggpht.com/p/AC9h4nrj_ThriehhWccI4PrPwv5CFWR2Y06NHLIp7yQnSHM7m7sVNf5WfW54GFtFDH5zJW8_HHkVGz4kkCyPf3jUwG0yo8mlDEzFTBY7MLCHh2rD6KHESe9ZpPdyocyb6V7vWogwlI3f4g=s1024
旗艦國際旅行社Flagship Travel【值得信賴旅遊專家】北歐極光、歐美旅遊、克羅埃西亞、紐澳、中亞古文明、遊輪系列等，可客製化行程,Others,旗艦國際旅行社flagship-travel值得信賴旅遊專家北歐極光歐美旅遊克羅埃西亞紐澳中亞古文明遊輪系列等可客製化行程-468.jpg,https://lh3.ggpht.com/p/AF1QipMzAZ42D2JjaGclcs-qutEeKLBbuQ8Io3DrjElL=s1024,https://lh3.ggpht.com/p/AF1QipMzAZ42D2JjaGclcs-qutEeKLBbuQ8Io3DrjElL=s1024,https://lh3.ggpht.com/p/AF1QipOzUoLOnagoJHptCqgcs2cFQmxoVknNlW-NzCuG=s1024
鼎運旅遊集團,Others,鼎運旅遊集團-469.jpg,https://lh3.ggpht.com/p/AC9h4noJufxyqvsGPZqWLsfQkE0ArK73Z_8v39r6k_nKEIl7TIMzb_7ZNwPB4TU6L4AOI-4RyYpFqnBBuzOxzv033piJJCbv1-P2EvucuAZU4QLbmIIut_-Pxg4N2jJI0jI-_cjnFSm5=s1024,https://lh3.ggpht.com/p/AC9h4noJufxyqvsGPZqWLsfQkE0ArK73Z_8v39r6k_nKEIl7TIMzb_7ZNwPB4TU6L4AOI-4RyYpFqnBBuzOxzv033piJJCbv1-P2EvucuAZU4QLbmIIut_-Pxg4N2jJI0jI-_cjnFSm5=s1024,https://lh3.ggpht.com/p/AC9h4nrjXU7PhAwxb0Wf1ar0iH-8deA3qndPMHt37bbJBUS1id67qb7EfgoNt0M69qY9Ali57MHX9z_0QpMSihlnDaMEV4zeq7twL0AFPLaK6eStVw4Z5apT23bOjpUr8wt-TogTj0G2=s1024
吉航旅行社 台北總公司,Others,吉航旅行社-台北總公司-470.jpg,https://lh3.ggpht.com/p/AC9h4noWH3_OeajjszAb65TyeoSaPHfUH4T3XJiKt9G3JaMjlysnb6kEBL9knR4S8_IqiQxJufLYuE1wTBBhYuZRPtZY3ZsSqX5pzAfcjdgWPPOmuyWJeFO0aoVa6Ty9KE8RImdDm7P6ig=s1024,https://lh3.ggpht.com/p/AC9h4noWH3_OeajjszAb65TyeoSaPHfUH4T3XJiKt9G3JaMjlysnb6kEBL9knR4S8_IqiQxJufLYuE1wTBBhYuZRPtZY3ZsSqX5pzAfcjdgWPPOmuyWJeFO0aoVa6Ty9KE8RImdDm7P6ig=s1024,https://lh3.ggpht.com/p/AC9h4nrcI-48vDezrbzJbse50bxLzeFUta5-d6vcozCY6HcBxJZQbWgtbGdLvNSEp4RIZ9FIv0CVE6T1bO32wNUN6G8ibVLr7lBzYxxIfG59jG0RoaXvkWMpYBquuHWwq6Dknb29nXWbTQ=s1024
緣點旅行社股份有限公司,Others,緣點旅行社股份有限公司-471.jpg,https://lh3.ggpht.com/p/AC9h4nrw-uKQ-F80mf6abIDNK5mtSNa0qs1FcYuIuYlWW6qDi4l3eyfoN5A-wmzbA2-dAbXrYpgYTtUPSh156W78DEaaGXPouoNizOVRVHeIWRFyTe4zaymsE5Rpja3XB8r08ZNbo2DrlQ=s1024,https://lh3.ggpht.com/p/AC9h4nrw-uKQ-F80mf6abIDNK5mtSNa0qs1FcYuIuYlWW6qDi4l3eyfoN5A-wmzbA2-dAbXrYpgYTtUPSh156W78DEaaGXPouoNizOVRVHeIWRFyTe4zaymsE5Rpja3XB8r08ZNbo2DrlQ=s1024,https://lh3.ggpht.com/p/AF1QipNn9yPDhIJuKbVcPiixJalA1rQOEwkwwy5uhHT_=s1024
翔順旅行社股份有限公司,Others,翔順旅行社股份有限公司-472.jpg,https://lh3.ggpht.com/p/AC9h4nqkLDCEE7HNW19UnAJmUyF3R9GYLKlUZCIYBKV2uotlIu9RJRHrzim2zrP5WV92NSGZh8J943Ou8NHFDWC5oNxDv4rwtxu9zXPmBXowoMRtFYT9NMZP0RTOsZQsTn1otkICZDZzRQ=s1024,https://lh3.ggpht.com/p/AC9h4nqkLDCEE7HNW19UnAJmUyF3R9GYLKlUZCIYBKV2uotlIu9RJRHrzim2zrP5WV92NSGZh8J943Ou8NHFDWC5oNxDv4rwtxu9zXPmBXowoMRtFYT9NMZP0RTOsZQsTn1otkICZDZzRQ=s1024,https://lh3.ggpht.com/p/AC9h4nqPQTZvZHIPVubB4QEA5YGeT84d7e4Qu2IBGS82zgneG8SUg7v4nn5DD7BJ4qJyYEA8A1HY09vxLoYb9bFYzN_fq4Zm0nXC7YK9lW7e9INb9d0Kg6CKtFQOfeUPlu31SYcJi4jU=s1024
僑鵬旅行社 台中分公司 - 台胞證代辦中心/護照/簽證/票務/旅遊,Others,僑鵬旅行社-台中分公司-台胞證代辦中心-護照-簽證-票務-旅遊-473.jpg,https://lh3.ggpht.com/p/AF1QipMV-T8NIsW3aVwTWjpbHz-YFeQJrNzB2KwMYt7-=s1024,https://lh3.ggpht.com/p/AF1QipMV-T8NIsW3aVwTWjpbHz-YFeQJrNzB2KwMYt7-=s1024,https://lh3.ggpht.com/p/AC9h4npuH-3tQtkofAXK9zpyjZFmDy_xeKaG0xkMa0jO2XSVmvtP6SzvW6tJ4zudHVRqRKyspnAIw9tR_rgGrRXVmb6f38-aPfPpxOo-v1xTX5k_cfVEheuC83jBF8TSqWTOJ1ey-G-mOw=s1024
"恒新旅行社-國內外客製化旅遊、台灣地接旅行社/Cozy Trip-Taiwan local travel agency, tour operator",Others,恒新旅行社-國內外客製化旅遊台灣地接旅行社-cozy-trip-taiwan-local-travel-agency-tour-operator-474.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hcrhPU5yqlvJhuAqYFxPsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.22745&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hcrhPU5yqlvJhuAqYFxPsQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=278.22745&pitch=0&thumbfov=100,https://lh3.ggpht.com/p/AF1QipOvN2EryAx44DRTqyULdpIBci--scPUZZ5P0TwL=s1024
大眾旅行社台中分公司 ｜台胞證．護照．各國簽證代辦｜,Others,大眾旅行社台中分公司-台胞證護照各國簽證代辦-475.jpg,https://lh3.ggpht.com/p/AF1QipOkfwF7uXH-BZJ78eVV1GsAdiul-5GQj-JEnlIk=s1024,https://lh3.ggpht.com/p/AF1QipOkfwF7uXH-BZJ78eVV1GsAdiul-5GQj-JEnlIk=s1024,https://lh3.ggpht.com/p/AC9h4noewZWlM3jJ_eZd7oyfQbbp0Fs8ZjNoMLYmx2aB6CdCQgAcUQyaf3EPUwqyhRHmg3imEcrtC6Tg5cOPd0sL1qvXd9yZBgfAQn0cUonevue8T663G-4GC7QUrVat0iL36-rRMg=s1024
路特旅行社 Routor Travel 루터 트래블,Others,路特旅行社-routor-travel-루터-트래블-476.jpg,https://lh3.ggpht.com/p/AF1QipM9kszWobJoKA49vmaMOP1YJjQg0m3NSyxJjrUD=s1024,https://lh3.ggpht.com/p/AF1QipM9kszWobJoKA49vmaMOP1YJjQg0m3NSyxJjrUD=s1024,https://lh3.ggpht.com/p/AC9h4no5UgHvFQUTZokch2fctYXUVl-05RNNbtScWdH9sIBprOHb7VLVS_6pJ2cAjvMUpzrTen24c_hSc6ruOsLqBOIbDR9UkRR20ZbJEaAqZv0uCmv0HhABLNgf0hp9FYhEF7deBQv41g=s1024
加利利旅行社 台中分公司,Others,加利利旅行社-台中分公司-477.jpg,https://lh3.ggpht.com/p/AF1QipNnvzKmJO7kM1j2W0xigSRi-q5g6orVqvPseuv-=s1024,https://lh3.ggpht.com/p/AF1QipNnvzKmJO7kM1j2W0xigSRi-q5g6orVqvPseuv-=s1024,https://lh3.ggpht.com/p/AC9h4nrmHwqYUWWBBmvM18gR8tBNQ9UDOU1Umm_Aj6sws0v2GijgZfNe2R1BwqVopgOzLsRXFQjBwgKISLjH-7qUh4cPp-wTD_37sAzr3p8tV5Tvgm2X-YnJgybGi8H_PY_fa9g_rX0H=s1024
百聖旅行社有限公司,Others,百聖旅行社有限公司-478.jpg,https://lh3.ggpht.com/p/AC9h4nq_yw7iTTs_lnZKNuZiTOOrBJwkc3elEsE17ZeVVtreB99_M0_th4dbjwFFjvx4_t-EkdFq2zKA0xMQ6xdCtGDL1VgPmzlnUUWlaJoZa6anC2-EWb8YZMcj95eCjTyp2PFckzYE=s1024,https://lh3.ggpht.com/p/AC9h4nq_yw7iTTs_lnZKNuZiTOOrBJwkc3elEsE17ZeVVtreB99_M0_th4dbjwFFjvx4_t-EkdFq2zKA0xMQ6xdCtGDL1VgPmzlnUUWlaJoZa6anC2-EWb8YZMcj95eCjTyp2PFckzYE=s1024,https://lh3.ggpht.com/p/AC9h4no_SCjq-1pNdBmiBM5e5WGul6r0MVMGYp8sYjl0pF3McTjrEvvDidqOBRTr235Zhz__3kw7wHnJGO46P7F4hZPp6NxG8ob9ewyFMAJOnIi7wc-dpDT_rLOPKUwJSnPaBAht71kV=s1024
大都會综合旅行社,Others,大都會综合旅行社-479.jpg,https://lh3.ggpht.com/p/AC9h4nqbZyIMb-xaulgK-D9RLiO3dtSkk14_X6AlRxJ9zEMgZ_lDw2qNOZohDF38KBShaZB1tU6_1vkpikMNg992Vr9QcjQo9VKD7EaJSYUjwTG0vLb7vMyOGeQ3-rivV0NAzCih1PlUpw=s1024,https://lh3.ggpht.com/p/AC9h4nqbZyIMb-xaulgK-D9RLiO3dtSkk14_X6AlRxJ9zEMgZ_lDw2qNOZohDF38KBShaZB1tU6_1vkpikMNg992Vr9QcjQo9VKD7EaJSYUjwTG0vLb7vMyOGeQ3-rivV0NAzCih1PlUpw=s1024,https://lh3.ggpht.com/p/AC9h4nqwAqfyfth6bixEV8L3S274qL3-Dx3VdMjcOnnl_JzxyinhUihzBZCfvPvEOZSZtADapbg4s1KJmoIDQhha04oTR4YMSN54OlrZJeGPxUd7ZCPMwE2_4gOzQ-zBhfjmWl828doXQw=s1024
富康旅行社台中分公司,Others,富康旅行社台中分公司-480.jpg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jYSAg2C2wHpTyI5yIYL8Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.54059&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jYSAg2C2wHpTyI5yIYL8Rg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=208.54059&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jYSAg2C2wHpTyI5yIYL8Rg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=208.54059&pitch=0&thumbfov=100
神采旅行社忠明分公司,Others,神采旅行社忠明分公司-481.jpg,https://lh3.ggpht.com/p/AF1QipMyWSpICQkzNu_icM0CZOhvGjiq5w14tEO9CXHY=s1024,https://lh3.ggpht.com/p/AF1QipMyWSpICQkzNu_icM0CZOhvGjiq5w14tEO9CXHY=s1024,https://lh3.ggpht.com/p/AF1QipOdTr0fjzYJ1Osso6cjR79vrlm_5BS02LjLTfjW=s1024
大興旅行社台中分公司,Others,大興旅行社台中分公司-482.jpg,https://lh3.ggpht.com/p/AC9h4noAfDGxQ48yvZcDdNASUnv5c2mb-Fn7XTLlKz_6-lMTpjJEaXJGTgWsdxaPJic4xGcsMEnpFKO0zQZa953GQzBG3wE4LcFbBpxOc-TOSD4hAjSVNL7yHO79ul3BqAsb0316uLjFTw=s1024,https://lh3.ggpht.com/p/AC9h4noAfDGxQ48yvZcDdNASUnv5c2mb-Fn7XTLlKz_6-lMTpjJEaXJGTgWsdxaPJic4xGcsMEnpFKO0zQZa953GQzBG3wE4LcFbBpxOc-TOSD4hAjSVNL7yHO79ul3BqAsb0316uLjFTw=s1024,https://lh3.ggpht.com/p/AC9h4noJ2VCu_7tOoJiXCTzT4ULUT5JeHGxh0fviVJ1TDfooh2lxXZusRsp_Hfam-3N-tdX8-pzU3GF5-_P1tsavUwOfr038FqjPpDvPpwYzIi7aq7Ez_JL2i_gVXp_W39cvVg7ljMcVRg=s1024
超悠旅行社 台中總公司,Others,超悠旅行社-台中總公司-483.jpg,https://lh3.ggpht.com/p/AC9h4nr7d2z7X5nPeqzX3bzMpVvye1Z61aTdyN7A7JjMpW2W_ekEJG9mqoCuwIGtWL6gJu24-mOY4DenwwgsuVvyo6WtoLBF1EmCR8-FgGTmL4W2bidPW7-GQXWBNiHFQciIDVW6aOM=s1024,https://lh3.ggpht.com/p/AC9h4nr7d2z7X5nPeqzX3bzMpVvye1Z61aTdyN7A7JjMpW2W_ekEJG9mqoCuwIGtWL6gJu24-mOY4DenwwgsuVvyo6WtoLBF1EmCR8-FgGTmL4W2bidPW7-GQXWBNiHFQciIDVW6aOM=s1024,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=96L-K_EF2hhcSGCcWC6iUQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=162.80794&pitch=0&thumbfov=100
行健旅行社股份有限公司台中分公司,Others,行健旅行社股份有限公司台中分公司-484.jpg,https://lh3.ggpht.com/p/AC9h4noxfOkD6DkdUSIEvPTX7IRNSuznNWTGSFOdLgQgEzVY0ZbjbjkCRMbt0trY05LQKLIKyTo4i2wCOdm370iyNtiIT772qkT_lSu1szN66pT8DGeaYwoIPZBLhcNwNKZPWon4KF3B=s1024,https://lh3.ggpht.com/p/AC9h4noxfOkD6DkdUSIEvPTX7IRNSuznNWTGSFOdLgQgEzVY0ZbjbjkCRMbt0trY05LQKLIKyTo4i2wCOdm370iyNtiIT772qkT_lSu1szN66pT8DGeaYwoIPZBLhcNwNKZPWon4KF3B=s1024,https://lh3.ggpht.com/p/AC9h4np3Zgi4YohrCQRkd2ZXANwRF59dzmRk06UMmXrqMNb2Td4_jKMMKPDpOM5B3nikwONpN4ZnyBE_GaUUAD5FL4D3muDOKBJiyOH8m170nNK6sJRpPFTztoFhtjgE_WDsbasT0v1z=s1024
省府日常散策,Others,省府日常散策-485.jpg,https://lh3.ggpht.com/p/AC9h4noziXRUlYfEcjrkCoGJw89Wa8vLcsfLX3NNsQp7s8E4F4USrBCkx26YrvT4UOFBBf2ZYzwy9_hdZTx82QziSBKRfI1Wt_UQQ2r5OIGr4ZKnSkslDGrxLYCkQxIJUXAdFDWGZKqA=s1024,https://lh3.ggpht.com/p/AC9h4noziXRUlYfEcjrkCoGJw89Wa8vLcsfLX3NNsQp7s8E4F4USrBCkx26YrvT4UOFBBf2ZYzwy9_hdZTx82QziSBKRfI1Wt_UQQ2r5OIGr4ZKnSkslDGrxLYCkQxIJUXAdFDWGZKqA=s1024,https://lh3.ggpht.com/p/AC9h4nrVSzMiSTUzPibSdo4jmevc8I6FCh5RqajZFETbVzAxpm8cZ5PYBqfCbC82sFjVfBGJAc-v0ewcmTPn73yKN6BBnYMb20795g4FZxLMFJ_DwHlPo0-p7UoD9tZKDAzT3XgeI-8gJA=s1024
中興新村兒童樂園,Others,中興新村兒童樂園-486.jpg,https://lh3.ggpht.com/p/AC9h4noC4t75QzgBwwB5ArfkA3BnwYjPjxNmdZGzvfmGogVCHE3nXTO4MO99sIqFxw5u4fwE2JFVyzZgGFbX2i9uEtw5SFD14fbmcJzocOVLgswvwjr0zptC6Ww9BYsLKv33uJRDcMb95A=s1024,https://lh3.ggpht.com/p/AC9h4noC4t75QzgBwwB5ArfkA3BnwYjPjxNmdZGzvfmGogVCHE3nXTO4MO99sIqFxw5u4fwE2JFVyzZgGFbX2i9uEtw5SFD14fbmcJzocOVLgswvwjr0zptC6Ww9BYsLKv33uJRDcMb95A=s1024,https://lh3.ggpht.com/p/AC9h4noxCsQB9QYXwq-n_vPzjGPKaVmmxJ3BsQnZtFigHn4pI8e8-o11yTDFKjxXiKsPmAipwhbaxPROZBOyyr5wMHCQkWFA98cDHPxHvhxNT2aXEC-9gSfgmItibphIc89mHmAoBqekmP_nJEje=s1024
中興新村親情公園,Others,中興新村親情公園-487.jpg,https://lh3.ggpht.com/p/AC9h4nptJyEd_TBEnl8lI6EucNc6WyFQMYxTSJQwPuWdSzs7TJHleOva6tRheTVk050oJc-XRbmAPN4lOj1okvXOBzHfoTxRLk8yGWRgkYz2tGy3LfzeVy7FQvKWWLMVbeoeBYkBfMQQ=s1024,https://lh3.ggpht.com/p/AC9h4nptJyEd_TBEnl8lI6EucNc6WyFQMYxTSJQwPuWdSzs7TJHleOva6tRheTVk050oJc-XRbmAPN4lOj1okvXOBzHfoTxRLk8yGWRgkYz2tGy3LfzeVy7FQvKWWLMVbeoeBYkBfMQQ=s1024,https://lh3.ggpht.com/p/AC9h4nqGakQzqzPU8pZsmOMyksE2no2LyY6b5YXCAxOcUmbdAQp3K7Z-EbPgDYS46c6TF0Z17Kny5ES4K5X3RuLj-Hzn0sH3ovuG4yjKYApbA_LXMV9rd4Xd3v7BJAZ5Pvg5ozSQRZ6wRw=s1024
寶島時代村,Others,寶島時代村-488.jpg,https://lh3.ggpht.com/p/AF1QipNJs-NYFYUPWEWMv_rn9mS3g8sbqOga0bEqo4lp=s1024,https://lh3.ggpht.com/p/AF1QipNJs-NYFYUPWEWMv_rn9mS3g8sbqOga0bEqo4lp=s1024,https://lh3.ggpht.com/p/AF1QipMR5FiMzbJPgRPl6MLK3gSnKMp04fPCAoF_IZ8W=s1024
元首館-2025南投埔里景點一日遊 必去打卡推薦 家庭親子觀光工廠旅遊 名產伴手禮主題特色料理餐廳 食尚玩家愛玩客推薦 PTT Dcard,Others,元首館-2025南投埔里景點一日遊-必去打卡推薦-家庭親子觀光工廠旅遊-名產伴手禮主題特色料理餐廳-食尚玩家愛玩客推薦-ptt-dcard-489.jpg,https://lh3.ggpht.com/p/AC9h4nq-TSp3vxSG5DtxuocM2Owr3amJHzjd6H-2e00_jADhy6x2T9VFo1oexAoSdi-insvT9wwWmvTFm07FF8seQoVnRBjIMreZkI-fhf4ngU2CdMbdUjYQmWRmqfJzMo3o46l1NmDhXg=s1024,https://lh3.ggpht.com/p/AC9h4nq-TSp3vxSG5DtxuocM2Owr3amJHzjd6H-2e00_jADhy6x2T9VFo1oexAoSdi-insvT9wwWmvTFm07FF8seQoVnRBjIMreZkI-fhf4ngU2CdMbdUjYQmWRmqfJzMo3o46l1NmDhXg=s1024,https://lh3.ggpht.com/p/AC9h4noXaYU3E238YpU1xyCfxNgGIQZdgmHXUI3tPLq0AijgQMBsj8dRuHS2E5rN914A0MZSAZlzzQb8xs6m8A_9FzEwAR5Y7Hw8NuVwAZ7m8b8CUMgEaIiaHCgeNdq5jeERh0bciLGSvzw3Usss=s1024
鯉魚潭,Others,鯉魚潭-490.jpg,https://lh3.ggpht.com/p/AC9h4nr108WmyAmttBEs9UpfZudfDa1Ryybx1sz4dT74FtWlwD5FMLlXAfPmDO3Jy1Zzn_pme5hKBuQxZIDp79gKmowqp40XMc4_fVHHHp882qK5puaf5rxEtMW7E4hUTSX3h-UXsTepHQ=s1024,https://lh3.ggpht.com/p/AC9h4nr108WmyAmttBEs9UpfZudfDa1Ryybx1sz4dT74FtWlwD5FMLlXAfPmDO3Jy1Zzn_pme5hKBuQxZIDp79gKmowqp40XMc4_fVHHHp882qK5puaf5rxEtMW7E4hUTSX3h-UXsTepHQ=s1024,https://lh3.ggpht.com/p/AC9h4noLkdYlL2jDBJNZHBtC5MJRmyMmM0q5oU5NrFollzIO_RKSzUrr0KUbHAHcWHZMtf6d4PojZP9IoGNZSfN5J9NoekgWOXcAzBblTtu1Su2tHzVwFoJqTQgbkLbtIYduinsuSHnhVpCyO3yt=s1024
埔里遊客中心,Others,埔里遊客中心-491.jpg,https://lh3.ggpht.com/p/AC9h4npnjwFLRWqHJ27VzJvSvZyrYTo58tMaPWlpTcGfrihHEglbIJ9DrPUOazx1PirnzjZu8gwa9Sw-TBnmmQu7Vc3IQMPYdLkdGKqIPcQdobRwCDj3CbdRsP0Vg0PogEEk3WwXUZQj7AT77diY=s1024,https://lh3.ggpht.com/p/AC9h4npnjwFLRWqHJ27VzJvSvZyrYTo58tMaPWlpTcGfrihHEglbIJ9DrPUOazx1PirnzjZu8gwa9Sw-TBnmmQu7Vc3IQMPYdLkdGKqIPcQdobRwCDj3CbdRsP0Vg0PogEEk3WwXUZQj7AT77diY=s1024,https://lh3.ggpht.com/p/AC9h4np9jVaHtMYjphnZXXpYDP03yb9hkjgQfEtt06ZA62Chk8XGVVzPNJA1ocnO_eyDl-qeAXaSHOO9IAQGbGDZFMRpQg-PT9_Bl8dSxAYGRlXNcyVf56Yyg296VXkarbvcmjvr62DkQOajuavu=s1024
